epoch,train_loss,val_loss,current_lr
0,0.898550275961558,0.9747395952542622,0.0001
1,0.8782838225364685,0.9818153381347656,0.0001
2,0.8677791595458985,0.9838367303212484,0.0001
3,0.8593467712402344,0.9828567266464233,0.0001
4,0.8506333827972412,0.9710763891537985,0.0001
5,0.8407352884610494,0.8823602716128032,0.0001
6,0.8302582661310832,0.7638208190600078,0.0001
7,0.8203803022702535,0.7539110302925109,0.0001
8,0.8109973986943563,0.785204553604126,0.0001
9,0.7987818479537964,0.8082242528597514,0.0001
10,0.7868021686871847,0.8229422728220622,0.0001
11,0.7795789361000061,0.8268482128779093,0.0001
12,0.7666230837504069,0.8219610253969828,0.0001
13,0.7566959659258524,0.8132380803426107,0.0001
14,0.7464483499526977,0.8006150404612223,0.0001
15,0.7366962273915608,0.7905485550562541,0.0001
16,0.7289401650428772,0.780622684955597,0.0001
17,0.7202043612798055,0.7699336568514507,0.0001
18,0.7106195290883383,0.7581557393074035,5e-05
19,0.7033412138621012,0.7488591154416402,5e-05
20,0.6988650560379028,0.7449644168217977,5e-05
21,0.6909823576609294,0.736862587928772,5e-05
22,0.6861105879147847,0.7254926760991415,5e-05
23,0.6849327603975932,0.7341847022374471,5e-05
24,0.6739935477574667,0.7281145493189494,5e-05
25,0.6702946980794271,0.7284334421157836,5e-05
26,0.6638721068700154,0.7167948524157206,5e-05
27,0.658247979482015,0.7019743283589681,5e-05
28,0.6516428828239441,0.7109172264734904,5e-05
29,0.6446250041325887,0.7040102322896321,5e-05
30,0.6407518784205118,0.6884836355845133,5e-05
31,0.632217526435852,0.6887892802556356,5e-05
32,0.6340034484863282,0.7049345254898072,5e-05
33,0.6223775227864583,0.6960376381874085,5e-05
34,0.6177595496177674,0.675765085220337,5e-05
35,0.6099461873372396,0.6797812223434448,5e-05
36,0.6080055197079977,0.6850041627883912,5e-05
37,0.6013668219248454,0.671648907661438,5e-05
38,0.5983898083368937,0.6593003749847413,5e-05
39,0.5977137724558512,0.6623181104660034,5e-05
40,0.5890465815862019,0.6743445754051208,5e-05
41,0.5832595745722453,0.6328850269317627,5e-05
42,0.5779861529668172,0.634280530611674,5e-05
43,0.5758022546768189,0.6475299835205078,5e-05
44,0.571740182240804,0.6389953931172688,5e-05
45,0.565418020884196,0.6276716868082682,5e-05
46,0.5654151916503907,0.6339574098587036,5e-05
47,0.5595489104588827,0.6144278724988301,5e-05
48,0.5576934576034546,0.6338141043980916,5e-05
49,0.5537210464477539,0.63557501633962,5e-05
50,0.5508921106656393,0.5935223579406739,5e-05
51,0.5444841702779134,0.6227612574895223,5e-05
52,0.54084898630778,0.6048590262730916,5e-05
53,0.5380552053451538,0.6009551843007406,5e-05
54,0.5338519255320231,0.6181226889292399,5e-05
55,0.5369152943293254,0.6176415999730428,5e-05
56,0.5307659228642782,0.6110142588615417,5e-05
57,0.5256746888160706,0.5911838134129842,5e-05
58,0.5238111694653829,0.5664560516675313,5e-05
59,0.51757226785024,0.5718946059544882,5e-05
60,0.5183886210123698,0.5654268781344096,5e-05
61,0.5095914522806804,0.5766448100407918,5e-05
62,0.5100512504577637,0.5728718280792237,5e-05
63,0.5056363622347514,0.5723118583361307,5e-05
64,0.5044559081395467,0.5858131488164265,5e-05
65,0.5003479162851969,0.5795404116312662,5e-05
66,0.5000749230384827,0.5489277919133504,5e-05
67,0.49670678774515786,0.5499281803766887,5e-05
68,0.4913277864456177,0.5506327470143636,5e-05
69,0.4859161575635274,0.5278526902198791,5e-05
70,0.4872751275698344,0.51984117825826,5e-05
71,0.48087974786758425,0.5248228907585144,5e-05
72,0.47666380405426023,0.5692104816436767,5e-05
73,0.474011754989624,0.5417348543802897,5e-05
74,0.46893731753031415,0.5225136200586955,5e-05
75,0.47147383689880373,0.5266210754712423,5e-05
76,0.46132471164067584,0.5393423279126485,5e-05
77,0.46201676527659097,0.5009148200352986,5e-05
78,0.46350254615147907,0.5144134998321533,5e-05
79,0.4575111468633016,0.5214958588282267,5e-05
80,0.4621922492980957,0.550228492418925,5e-05
81,0.4532994985580444,0.5080229798952739,5e-05
