epoch,train_loss,val_loss,train_loss_bce,val_loss_bce,train_loss_dice,val_loss_dice,train_loss_centroid,val_loss_centroid,current_lr
0,1.1909142150481542,0.9723965827624003,0.30484936098257703,0.16936837608615557,0.88606485247612,0.8030282056331635,0.0,0.0,0.0001
1,0.8245250184834003,0.6513600420951843,0.11618137599279484,0.07510241401692232,0.7083436425526937,0.5762576242287953,0.0,0.0,0.0001
2,0.5388793928424517,0.43367593685785927,0.046788911872232955,0.03621036201715469,0.49209048060079413,0.39746557394663495,0.0,0.0,0.0001
3,0.39278880118081966,0.3380899975200494,0.02147593379020691,0.016712032450983922,0.37131286782523,0.3213779655098915,0.0,0.0,0.0001
4,0.3365773647402724,0.3148962163180113,0.01211045687397321,0.012924735294654965,0.3244669076800346,0.3019714789589246,0.0,0.0,0.0001
5,0.31287684849152964,0.29049896910786627,0.008239135837260013,0.008666325844048212,0.3046377136061589,0.28183264285326004,0.0,0.0,0.0001
6,0.2989166456585129,0.2810471260175109,0.005982915649850232,0.006252264161594212,0.29293372973799703,0.2747948624690374,0.0,0.0,0.0001
7,0.2701769574607412,0.1050549445549647,0.005180941062183896,0.008376039351713492,0.26499601686994234,0.09667890499035517,0.0,0.0,0.0001
8,0.10947009960189462,0.05230469141776363,0.005497904194683845,0.007892116800468424,0.10397219558556875,0.04441257486740748,0.0,0.0,0.0001
9,0.05900165401670771,0.04531195976771414,0.005090398032213367,0.007879909832850442,0.05391125604510307,0.03743204991022746,0.0,0.0,0.0001
10,0.04381691456772387,0.04773987551219761,0.005010252954986451,0.008444997641038034,0.03880666156609853,0.0392948779463768,0.0,0.0,0.0001
11,0.03945835541545724,0.13272967728010068,0.004898561825903016,0.02628920498720465,0.034559793720642724,0.10644047220547993,0.0,0.0,0.0001
12,0.03829056902439334,0.06102879987408717,0.004906589092582484,0.010613959272711781,0.03338397997121016,0.05041484117507935,0.0,0.0,0.0001
13,0.035855840819422155,0.04200659205099024,0.00484890063629185,0.008207859953067397,0.03100694020589193,0.03379873226086299,0.0,0.0,0.0001
14,0.03147749131040958,0.04381658475884857,0.004724887293176229,0.008396563059763234,0.026752603948116304,0.03542002101739248,0.0,0.0,0.0001
15,0.028221503740836245,0.04266748226538766,0.0046307830722844305,0.008453653646961712,0.023590720718105633,0.03421382834513982,0.0,0.0,0.0001
16,0.027475813817970145,0.04297817133173036,0.004563637635626871,0.008498632923489543,0.022912176152070363,0.03447953889767329,0.0,0.0,0.0001
17,0.024691234137086817,0.044431207607801,0.00452380216003841,0.009360836370665806,0.02016743193070094,0.035070371627807614,0.0,0.0,0.0001
18,0.02330175589149197,0.042297393144884454,0.004404964954975033,0.008646671982232897,0.0188967910160621,0.033650721510251363,0.0,0.0,0.0001
19,0.023453683314146476,0.04576034519142316,0.00438707844590264,0.009378551489711139,0.01906660499672095,0.03638179461161296,0.0,0.0,7.5e-05
20,0.020563400482351425,0.04247855008439122,0.004112270467392705,0.008833048465506059,0.016451129963000615,0.03364550143480301,0.0,0.0,7.5e-05
21,0.019442067748944584,0.04109020671215451,0.003982184576066743,0.008411790418902939,0.015459883113702139,0.03267841657002767,0.0,0.0,7.5e-05
22,0.018630008089142697,0.04168997360597132,0.0038750796881289297,0.008459422499329784,0.014754928375283877,0.033230550686518354,0.0,0.0,7.5e-05
23,0.018577263169766715,0.04839522319889511,0.003798934646603319,0.010342258598561482,0.014778328637282054,0.03805296460787455,0.0,0.0,7.5e-05
24,0.017813587021834488,0.047400085341650994,0.00379190209358588,0.009877296721084807,0.014021684949596724,0.0375227885444959,0.0,0.0,7.5e-05
25,0.017986124124266402,0.04188389114589275,0.0037360331518214215,0.008862874376395354,0.014250090941786767,0.03302101622025172,0.0,0.0,7.5e-05
26,0.017075496466786716,0.041627366487155086,0.003622951936468155,0.008964257148481451,0.013452544411023459,0.032663109799226125,0.0,0.0,7.5e-05
27,0.01652007689641323,0.04196278329743412,0.0035641341782565662,0.009297994915078744,0.012955942650636038,0.03266478886206945,0.0,0.0,5.625e-05
28,0.01618345746849324,0.04096294958454867,0.0035385155775201817,0.008709435633058133,0.012644941831628481,0.03225351353486379,0.0,0.0,5.625e-05
29,0.015048340286023934,0.04158683395571037,0.0033565098204444864,0.00910274569839984,0.01169183038175106,0.03248408863941828,0.0,0.0,5.625e-05
30,0.014843836191551722,0.0418021541058503,0.0033329146456157113,0.008869054445002179,0.01151092159251372,0.03293309936920802,0.0,0.0,5.625e-05
31,0.014797433518663942,0.04198291227638644,0.003309338595056026,0.009052038505896162,0.011488095000386238,0.032930873930454255,0.0,0.0,5.625e-05
32,0.014792531172400534,0.041488306400812386,0.003293290489456311,0.009058078501804236,0.011499240721265475,0.032430228292942044,0.0,0.0,5.625e-05
33,0.014835466398132364,0.04206639335631432,0.0032933209473010104,0.009295354596882882,0.01154214546084404,0.03277103900909424,0.0,0.0,5.625e-05
34,0.014933342976249453,0.041294615604613984,0.003309975394594294,0.009155000403851648,0.011623367543021838,0.032139614919821424,0.0,0.0,4.219e-05
